Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
531950,99998,-49832,-50168,82772,-75559,-1789,96400,-73195,62651,98840,99971,94260,-99987,-99999,-99999,96400,40198,62651,98840,99971,94260
532000,99977,-48189,-51789,83706,-74312,-3673,96364,-73189,62657,98841,99971,94270,-99987,-99999,-99999,96364,40226,62657,98841,99971,94270
532050,99920,-46529,-53392,84610,-73037,-5555,96330,-73184,62663,98842,99971,94270,-99987,-99999,-99999,96330,40254,62663,98842,99971,94270
532100,99827,-44853,-54976,85483,-71737,-7436,96299,-73179,62669,98842,99970,94270,-99987,-99999,-99999,96299,40281,62669,98842,99970,94270
532150,99699,-43160,-56541,86325,-70411,-9314,96270,-73173,62676,98843,99970,94270,-99987,-99999,-99999,96270,40309,62676,98843,99970,94270
532200,99536,-41452,-58086,87136,-69060,-11189,96244,-73168,62682,98844,99970,94270,-99987,-99999,-99999,96244,40336,62682,98844,99970,94270
532250,99337,-39730,-59610,87915,-67685,-13059,96220,-73163,62689,98844,99970,94270,-99987,-99999,-99999,96220,40363,62689,98844,99970,94270
532300,99103,-37993,-61112,88663,-66286,-14925,96199,-73158,62695,98845,99970,94260,-99987,-99999,-99999,96199,40390,62695,98845,99970,94260
532350,98834,-36243,-62593,89378,-64863,-16786,96181,-73153,62702,98846,99969,94251,-99987,-99999,-99999,96181,40416,62702,98846,99969,94251
532400,98530,-34479,-64052,90061,-63417,-18641,96165,-73148,62709,98846,99969,94241,-99987,-99999,-99999,96165,40443,62709,98846,99969,94241
532450,98190,-32704,-65488,90711,-61948,-20489,96152,-73143,62716,98847,99969,94232,-99987,-99999,-99999,96152,40468,62716,98847,99969,94232
532500,97816,-30917,-66901,91329,-60458,-22329,96142,-73138,62723,98847,99968,94222,-99987,-99999,-99999,96142,40494,62723,98847,99968,94222
532550,97407,-29119,-68290,91914,-58946,-24162,96135,-73133,62730,98848,99968,94203,-99987,-99999,-99999,96135,40518,62730,98848,99968,94203
532600,96963,-27311,-69655,92465,-57413,-25987,96130,-73129,62737,98849,99968,94194,-99987,-99999,-99999,96130,40543,62737,98849,99968,94194
532650,96485,-25493,-70995,92983,-55860,-27802,96129,-73124,62744,98849,99968,94175,-99987,-99999,-99999,96129,40566,62744,98849,99968,94175
532700,95973,-23666,-72310,93467,-54287,-29607,96130,-73120,62752,98850,99967,94156,-99987,-99999,-99999,96130,40590,62752,98850,99967,94156
532750,95426,-21830,-73599,93918,-52695,-31401,96134,-73115,62759,98850,99967,94127,-99987,-99999,-99999,96134,40612,62759,98850,99967,94127
532800,94846,-19987,-74862,94334,-51083,-33185,96141,-73111,62766,98851,99967,94108,-99987,-99999,-99999,96141,40634,62766,98851,99967,94108
532850,94232,-18137,-76098,94717,-49454,-34956,96150,-73107,62773,98851,99966,94080,-99987,-99999,-99999,96150,40655,62773,98851,99966,94080
532900,93584,-16280,-77307,95065,-47807,-36716,96163,-73103,62780,98852,99966,94061,-99987,-99999,-99999,96163,40676,62780,98852,99966,94061
532950,92903,-14417,-78489,95379,-46144,-38462,96178,-73099,62787,98852,99966,94032,-99987,-99999,-99999,96178,40696,62787,98852,99966,94032
533000,92190,-12550,-79643,95658,-44463,-40194,96196,-73096,62794,98853,99965,94004,-99987,-99999,-99999,96196,40715,62794,98853,99965,94004
533050,91443,-10677,-80769,95903,-42768,-41913,96217,-73092,62801,98853,99965,93975,-99987,-99999,-99999,96217,40733,62801,98853,99965,93975
533100,90664,-8802,-81866,96113,-41056,-43616,96240,-73089,62808,98854,99965,93937,-99987,-99999,-99999,96240,40750,62808,98854,99965,93937
533150,89853,-6922,-82934,96288,-39331,-45304,96266,-73086,62815,98854,99964,93909,-99987,-99999,-99999,96266,40766,62815,98854,99964,93909
533200,89010,-5041,-83972,96429,-37591,-46976,96295,-73083,62822,98855,99964,93871,-99987,-99999,-99999,96295,40782,62822,98855,99964,93871
533250,88135,-3158,-84981,96534,-35838,-48631,96326,-73080,62829,98855,99964,93833,-99987,-99999,-99999,96326,40797,62829,98855,99964,93833
533300,87229,-1273,-85959,96605,-34072,-50268,96360,-73078,62835,98856,99963,93795,-99987,-99999,-99999,96360,40810,62835,98856,99963,93795
533350,86292,612,-86907,96641,-32294,-51888,96397,-73075,62842,98856,99963,93757,-99987,-99999,-99999,96397,40823,62842,98856,99963,93757
533400,85324,2496,-87824,96642,-30505,-53490,96435,-73073,62848,98856,99962,93719,-99987,-99999,-99999,96435,40835,62848,98856,99962,93719
533450,84326,4380,-88709,96608,-28705,-55072,96477,-73071,62854,98857,99962,93681,-99987,-99999,-99999,96477,40845,62854,98857,99962,93681
533500,83298,6262,-89564,96539,-26894,-56635,96520,-73069,62860,98857,99962,93643,-99987,-99999,-99999,96520,40855,62860,98857,99962,93643
533550,82240,8142,-90386,96435,-25074,-58178,96566,-73067,62866,98857,99961,93595,-99987,-99999,-99999,96566,40864,62866,98857,99961,93595
533600,81153,10020,-91176,96297,-23246,-59700,96613,-73066,62872,98857,99961,93548,-99987,-99999,-99999,96613,40872,62872,98857,99961,93548
533650,80037,11893,-91934,96123,-21409,-61201,96663,-73065,62878,98858,99961,93510,-99987,-99999,-99999,96663,40878,62878,98858,99961,93510
533700,78893,13762,-92660,95915,-19564,-62680,96715,-73064,62883,98858,99960,93462,-99987,-99999,-99999,96715,40884,62883,98858,99960,93462
533750,77721,15627,-93352,95672,-17712,-64137,96769,-73063,62888,98858,99960,93415,-99987,-99999,-99999,96769,40888,62888,98858,99960,93415
533800,76521,17486,-94011,95395,-15854,-65571,96825,-73062,62894,98858,99960,93367,-99987,-99999,-99999,96825,40892,62894,98858,99960,93367
533850,75294,19338,-94637,95083,-13991,-66982,96882,-73062,62898,98858,99959,93320,-99987,-99999,-99999,96882,40894,62898,98858,99959,93320
533900,74041,21184,-95229,94736,-12122,-68369,96941,-73061,62903,98858,99959,93272,-99987,-99999,-99999,96941,40895,62903,98858,99959,93272
533950,72761,23023,-95787,94356,-10249,-69731,97002,-73061,62908,98859,99959,93225,-99987,-99999,-99999,97002,40895,62908,98859,99959,93225
534000,71455,24853,-96311,93941,-8373,-71069,97064,-73062,62912,98859,99958,93177,-99987,-99999,-99999,97064,40894,62912,98859,99958,93177
534050,70123,26674,-96801,93492,-6494,-72382,97127,-73062,62916,98859,99958,93130,-99987,-99999,-99999,97127,40892,62916,98859,99958,93130
534100,68767,28486,-97257,93010,-4612,-73669,97192,-73062,62919,98859,99958,93082,-99987,-99999,-99999,97192,40889,62919,98859,99958,93082
534150,67387,30287,-97678,92494,-2728,-74929,97257,-73063,62923,98859,99957,93035,-99987,-99999,-99999,97257,40885,62923,98859,99957,93035
534200,65982,32078,-98065,91944,-844,-76163,97324,-73064,62926,98859,99957,92987,-99987,-99999,-99999,97324,40880,62926,98859,99957,92987
534250,64554,33858,-98416,91361,1041,-77370,97392,-73065,62929,98859,99957,92930,-99987,-99999,-99999,97392,40873,62929,98859,99957,92930
534300,63103,35625,-98733,90745,2925,-78550,97461,-73067,62932,98858,99957,92883,-99987,-99999,-99999,97461,40866,62932,98858,99957,92883
534350,61630,37380,-99014,90097,4808,-79702,97530,-73069,62935,98858,99956,92835,-99987,-99999,-99999,97530,40858,62935,98858,99956,92835
534400,60134,39122,-99261,89415,6690,-80825,97600,-73070,62937,98858,99956,92788,-99987,-99999,-99999,97600,40848,62937,98858,99956,92788
534450,58618,40849,-99472,88702,8569,-81919,97670,-73072,62939,98858,99956,92740,-99987,-99999,-99999,97670,40838,62939,98858,99956,92740
